AGV_Id,t1,t2,t3,t4
agv2,1736950039.032705,1736950039.0337079,1736950039.0337079,1736950039.037675
agv2,1736950039.0366101,1736950039.0768468,1736950039.0768468,1736950039.0867589
agv2,1736950041.0966103,1736950041.127544,1736950041.127544,1736950041.147064
agv2,1736950041.0995154,1736950041.1365433,1736950041.1365433,1736950041.148068
agv2,1736950042.1018546,1736950042.1029215,1736950042.1029215,1736950042.1473875
agv2,1736950044.1635916,1736950044.1647453,1736950044.1647453,1736950044.2070773
agv2,1736950046.2240226,1736950046.2250204,1736950046.2250204,1736950046.2669182
agv2,1736950048.27984,1736950048.281177,1736950048.281177,1736950048.3263257
agv2,1736950050.345091,1736950050.3459027,1736950050.3459027,1736950050.38674
agv2,1736950052.3993704,1736950052.4004009,1736950052.4004009,1736950052.446447
agv2,1736950054.458222,1736950054.458222,1736950054.458222,1736950054.505859
agv2,1736950056.5144837,1736950056.5154855,1736950056.5154855,1736950056.5209484
agv2,1736950056.5198836,1736950056.5209484,1736950056.5209484,1736950056.5660164
agv2,1736950058.586456,1736950058.5874581,1736950058.5874581,1736950058.635929
agv2,1736950058.5874581,1736950058.5908196,1736950058.5908196,1736950058.6366367
agv2,1736950059.5885153,1736950059.5890448,1736950059.5890448,1736950059.6359994
agv2,1736950061.6481206,1736950061.6518364,1736950061.6518364,1736950061.6965184
agv2,1736950063.7170115,1736950063.7180123,1736950063.7180123,1736950063.723015
agv2,1736950063.7220132,1736950063.766093,1736950063.766093,1736950063.769094
agv2,1736950065.7796988,1736950065.7796988,1736950065.7796988,1736950065.8259785
agv2,1736950065.7806964,1736950065.7833016,1736950065.7833016,1736950065.8269792
agv2,1736950066.7817547,1736950066.7827568,1736950066.7827568,1736950066.8257556
agv2,1736950068.848623,1736950068.8496163,1736950068.8496163,1736950068.895185
agv2,1736950070.9180856,1736950070.9190755,1736950070.9190755,1736950070.9656641
agv2,1736950072.9743283,1736950072.9753227,1736950072.9753227,1736950073.0252686
agv2,1736950072.9784756,1736950072.979557,1736950072.979557,1736950073.0262697
agv2,1736950075.0397012,1736950075.0412292,1736950075.0412292,1736950075.0853279
agv2,1736950075.0412292,1736950075.0447493,1736950075.0447493,1736950075.086324
agv2,1736950076.0421453,1736950076.0461543,1736950076.0461543,1736950076.0856864
agv2,1736950078.109021,1736950078.1095881,1736950078.1095881,1736950078.1555843
agv2,1736950080.1693397,1736950080.1733336,1736950080.1733336,1736950080.1833134
agv2,1736950082.2384598,1736950082.2414432,1736950082.2414432,1736950082.2859879
agv2,1736950084.3009117,1736950084.301912,1736950084.301912,1736950084.3452353
agv2,1736950086.3643658,1736950086.3653631,1736950086.3653631,1736950086.36884
agv2,1736950086.368297,1736950086.36884,1736950086.36884,1736950086.416748
agv2,1736950088.4221017,1736950088.423094,1736950088.423094,1736950088.4645777
agv2,1736950088.423094,1736950088.425634,1736950088.425634,1736950088.4655764
agv2,1736950089.4240215,1736950089.4250271,1736950089.4250271,1736950089.4745495
agv2,1736950091.4840195,1736950091.4847744,1736950091.4847744,1736950091.5342755
agv2,1736950092.4858637,1736950092.4858637,1736950092.4858637,1736950092.534863
agv2,1736950093.4865377,1736950093.4885383,1736950093.4885383,1736950093.5346258
agv2,1736950095.4886599,1736950095.4896622,1736950095.4896622,1736950095.5050204
agv2,1736950095.5040205,1736950095.5050204,1736950095.5050204,1736950095.554103
agv2,1736950097.5686722,1736950097.5705552,1736950097.5705552,1736950097.6136525
agv2,1736950097.5705552,1736950097.573554,1736950097.573554,1736950097.614653
agv2,1736950099.5722966,1736950099.5738447,1736950099.5738447,1736950099.6227207
agv2,1736950101.6352084,1736950101.636035,1736950101.636035,1736950101.6826158
agv2,1736950101.638035,1736950101.640184,1736950101.640184,1736950101.6835911
agv2,1736950103.7081552,1736950103.7121546,1736950103.7121546,1736950103.763143
agv2,1736950103.7121546,1736950103.7201588,1736950103.7201588,1736950103.763143
agv2,1736950104.7147655,1736950104.718766,1736950104.718766,1736950104.7732537
agv2,1736950106.7720637,1736950106.7730641,1736950106.7730641,1736950106.8332536
agv2,1736950108.8320656,1736950108.8331127,1736950108.8331127,1736950108.883019
agv2,1736950110.8907368,1736950110.8947077,1736950110.8947077,1736950110.9424906
agv2,1736950112.947259,1736950112.9480884,1736950112.9480884,1736950113.00246
agv2,1736950115.0106382,1736950115.0126464,1736950115.0126464,1736950115.0203803
agv2,1736950115.019255,1736950115.063093,1736950115.063093,1736950115.066059
agv2,1736950117.0777829,1736950117.078785,1736950117.078785,1736950117.1223
agv2,1736950117.0777829,1736950117.0807834,1736950117.0807834,1736950117.1233013
agv2,1736950118.08008,1736950118.0810807,1736950118.0810807,1736950118.1229422
agv2,1736950120.1335483,1736950120.1345463,1736950120.1345463,1736950120.1824903
agv2,1736950122.1929615,1736950122.1939611,1736950122.1939611,1736950122.2428527
agv2,1736950124.3068304,1736950124.3088303,1736950124.3088303,1736950124.3162687
agv2,1736950124.315127,1736950124.3162687,1736950124.3162687,1736950124.3629243
agv2,1736950126.3780518,1736950126.3820317,1736950126.3820317,1736950126.4327319
agv2,1736950126.3820317,1736950126.396032,1736950126.396032,1736950126.4337254
agv2,1736950127.3847044,1736950127.3856626,1736950127.3856626,1736950127.4317083
agv2,1736950129.4837067,1736950129.4847062,1736950129.4847062,1736950129.5327692
agv2,1736950131.5407605,1736950131.541489,1736950131.541489,1736950131.5814092
agv2,1736950133.5986147,1736950133.600622,1736950133.600622,1736950133.6422405
agv2,1736950134.6022406,1736950134.6032443,1736950134.6032443,1736950134.651825
agv2,1736950135.603021,1736950135.6050422,1736950135.6050422,1736950135.6625648
agv2,1736950137.6055348,1736950137.6065264,1736950137.6065264,1736950137.6254358
agv2,1736950137.6244335,1736950137.6254358,1736950137.6254358,1736950137.6714544
agv2,1736950139.694994,1736950139.6969929,1736950139.6969929,1736950139.7417645
agv2,1736950139.6969929,1736950139.701068,1736950139.701068,1736950139.7426205
agv2,1736950141.6991053,1736950141.7002838,1736950141.7002838,1736950141.7421315
agv2,1736950143.755994,1736950143.7570484,1736950143.7570484,1736950143.802292
agv2,1736950145.8164814,1736950145.8173435,1736950145.8173435,1736950145.8614798
agv2,1736950147.868238,1736950147.86924,1736950147.86924,1736950147.8733566
agv2,1736950147.8722413,1736950147.8733566,1736950147.8733566,1736950147.931877
agv2,1736950149.9740355,1736950149.9750352,1736950149.9750352,1736950150.021675
agv2,1736950149.9750352,1736950149.9781444,1736950149.9781444,1736950150.0227597
agv2,1736950150.9759862,1736950150.9769585,1736950150.9769585,1736950151.0218625
agv2,1736950153.0368261,1736950153.0378242,1736950153.0378242,1736950153.0813844
agv2,1736950155.113284,1736950155.1139987,1736950155.1139987,1736950155.1618044
agv2,1736950157.1683073,1736950157.1692982,1736950157.1692982,1736950157.173757
agv2,1736950157.1732252,1736950157.2213206,1736950157.2213206,1736950157.2243178
agv2,1736950159.2274265,1736950159.2707589,1736950159.2717571,1736950159.291316
agv2,1736950159.2300172,1736950159.2747574,1736950159.2747574,1736950159.2918382
agv2,1736950160.2326274,1736950160.2336276,1736950160.2336276,1736950160.2812345
agv2,1736950162.293104,1736950162.2941027,1736950162.2941027,1736950162.3413002
agv2,1736950164.3641715,1736950164.3651197,1736950164.3651197,1736950164.4114916
agv2,1736950166.421701,1736950166.4227045,1736950166.4227045,1736950166.4713488
agv2,1736950168.4858851,1736950168.486734,1736950168.486734,1736950168.531323
agv2,1736950170.5464988,1736950170.547491,1736950170.547491,1736950170.59049
agv2,1736950172.6395893,1736950172.6405303,1736950172.6405303,1736950172.6910698
agv2,1736950174.7037907,1736950174.7046337,1736950174.7046337,1736950174.7086866
agv2,1736950174.707624,1736950174.7086866,1736950174.7086866,1736950174.7604916
agv2,1736950176.7678926,1736950176.7688844,1736950176.7688844,1736950176.8105092
agv2,1736950176.7688844,1736950176.7721543,1736950176.7721543,1736950176.8115108
agv2,1736950177.7703342,1736950177.7713263,1736950177.7713263,1736950177.8208747
agv2,1736950179.8516426,1736950179.8527396,1736950179.8527396,1736950179.9006295
agv2,1736950184.8530862,1736950184.8540864,1736950184.8540864,1736950184.910094
agv2,1736950189.8553305,1736950189.8563313,1736950189.8563313,1736950189.9005709
agv2,1736950191.8564365,1736950191.8574424,1736950191.8574424,1736950191.8758407
agv2,1736950191.8748624,1736950191.8758407,1736950191.8758407,1736950191.9301832
agv2,1736950193.9399695,1736950193.941269,1736950193.941269,1736950193.9898992
agv2,1736950193.941269,1736950193.9441137,1736950193.9441137,1736950193.9907136
agv2,1736950195.9422412,1736950195.9422412,1736950195.9432428,1736950195.9892306
agv2,1736950198.003976,1736950198.0048282,1736950198.0048282,1736950198.008658
agv2,1736950198.0081193,1736950198.0501487,1736950198.0501487,1736950198.0696952
agv2,1736950200.0695612,1736950200.099373,1736950200.099373,1736950200.1201847
agv2,1736950200.0705612,1736950200.1033704,1736950200.1033704,1736950200.120717
agv2,1736950201.0715349,1736950201.072116,1736950201.072116,1736950201.1198618
agv2,1736950203.1298635,1736950203.1308644,1736950203.1308644,1736950203.1796615
agv2,1736950205.1858907,1736950205.186887,1736950205.186887,1736950205.19086
agv2,1736950205.1897566,1736950205.19086,1736950205.19086,1736950205.2392159
agv2,1736950207.257389,1736950207.257389,1736950207.257389,1736950207.3095052
agv2,1736950207.257389,1736950207.2627995,1736950207.2627995,1736950207.3095052
agv2,1736950208.2592468,1736950208.2633896,1736950208.2633896,1736950208.3104753
agv2,1736950210.3298252,1736950210.3308253,1736950210.3308253,1736950210.3788402
agv2,1736950212.3865654,1736950212.387105,1736950212.387105,1736950212.4294736
agv2,1736950214.4430118,1736950214.443673,1736950214.443673,1736950214.4890344
agv2,1736950216.4962206,1736950216.4972136,1736950216.4972136,1736950216.5392578
agv2,1736950218.5508347,1736950218.5514657,1736950218.5514657,1736950218.598696
agv2,1736950220.6119466,1736950220.6158988,1736950220.6158988,1736950220.6289763
agv2,1736950220.6269767,1736950220.6289763,1736950220.6289763,1736950220.6790051
agv2,1736950222.6832037,1736950222.6840057,1736950222.6840057,1736950222.728191
agv2,1736950222.6840057,1736950222.6871517,1736950222.6871517,1736950222.7294712
agv2,1736950223.6860847,1736950223.6871216,1736950223.6871216,1736950223.7286282
agv2,1736950225.7488015,1736950225.7496789,1736950225.7496789,1736950225.79864
agv2,1736950227.8116796,1736950227.812684,1736950227.812684,1736950227.8579443
agv2,1736950229.8732197,1736950229.874059,1736950229.874059,1736950229.9284842
agv2,1736950229.874059,1736950229.8764842,1736950229.8764842,1736950229.9284842
agv2,1736950230.8750825,1736950230.8758183,1736950230.8758183,1736950230.9181466
agv2,1736950231.8769267,1736950231.8779285,1736950231.8779285,1736950231.9179296
agv2,1736950232.8778272,1736950232.8798206,1736950232.8798206,1736950232.9282274
agv2,1736950234.8795815,1736950234.8805816,1736950234.8805816,1736950234.8995836
agv2,1736950234.898583,1736950234.8995836,1736950234.8995836,1736950234.948582
agv2,1736950236.9537413,1736950236.9548035,1736950236.9548035,1736950236.9989867
agv2,1736950236.9548035,1736950236.9629762,1736950236.9629762,1736950236.9994972
agv2,1736950237.9553623,1736950237.9563594,1736950237.9563594,1736950237.9980621
agv2,1736950240.0491157,1736950240.0501142,1736950240.0501142,1736950240.0998654
agv2,1736950242.10553,1736950242.10553,1736950242.1065252,1736950242.1478546
agv2,1736950244.159356,1736950244.1613493,1736950244.1613493,1736950244.2080693
agv2,1736950246.2465787,1736950246.2475765,1736950246.2475765,1736950246.2894104
agv2,1736950248.3016715,1736950248.3026757,1736950248.3026757,1736950248.3475606
agv2,1736950250.360833,1736950250.3618116,1736950250.3618116,1736950250.4073782
agv2,1736950252.4202416,1736950252.4214091,1736950252.4214091,1736950252.425518
agv2,1736950252.4245224,1736950252.425518,1736950252.425518,1736950252.467714
agv2,1736950254.489221,1736950254.4902143,1736950254.4902143,1736950254.5378323
agv2,1736950254.4902143,1736950254.4929037,1736950254.4929037,1736950254.5378323
agv2,1736950255.491644,1736950255.492645,1736950255.492645,1736950255.5379298
agv2,1736950257.5518384,1736950257.5528328,1736950257.5528328,1736950257.59792
agv2,1736950259.6171365,1736950259.6179,1736950259.6179,1736950259.667205
agv2,1736950261.6774912,1736950261.6814833,1736950261.6814833,1736950261.6929867
agv2,1736950261.6924396,1736950261.6946964,1736950261.6947598,1736950261.700687
agv2,1736950263.750114,1736950263.7511148,1736950263.7511148,1736950263.7972717
agv2,1736950263.7511148,1736950263.7538397,1736950263.7538397,1736950263.798272
agv2,1736950264.7521431,1736950264.7521431,1736950264.7521431,1736950264.7974088
agv2,1736950266.8060517,1736950266.807345,1736950266.807345,1736950266.8139026
agv2,1736950266.8127458,1736950266.8144286,1736950266.81445,1736950266.8572564
agv2,1736950268.8740194,1736950268.8749309,1736950268.8749309,1736950268.916917
agv2,1736950268.8749309,1736950268.8782234,1736950268.8782234,1736950268.917917
agv2,1736950269.8762739,1736950269.8772762,1736950269.8772762,1736950269.927181
agv2,1736950271.9415362,1736950271.943586,1736950271.943586,1736950271.9873645
agv2,1736950274.0267205,1736950274.0277247,1736950274.0277247,1736950274.031613
agv2,1736950274.0306182,1736950274.0771334,1736950274.0771334,1736950274.0797637
agv2,1736950276.10487,1736950276.105694,1736950276.105694,1736950276.1471276
agv2,1736950276.105694,1736950276.109487,1736950276.109487,1736950276.148125
agv2,1736950277.1069431,1736950277.1075597,1736950277.1075597,1736950277.1583602
agv2,1736950279.1664279,1736950279.1674938,1736950279.1674938,1736950279.2172344
agv2,1736950284.1690116,1736950284.1699994,1736950284.1699994,1736950284.2165797
agv2,1736950289.1697674,1736950289.17076,1736950289.17076,1736950289.216368
agv2,1736950291.1708546,1736950291.171856,1736950291.171856,1736950291.1858916
agv2,1736950291.1848433,1736950291.1858916,1736950291.1858916,1736950291.2366807
agv2,1736950293.2600973,1736950293.2610939,1736950293.2610939,1736950293.3066034
agv2,1736950293.2610939,1736950293.263093,1736950293.263093,1736950293.3066034
agv2,1736950294.2620988,1736950294.2631128,1736950294.2631128,1736950294.3066244
agv2,1736950296.321149,1736950296.3221455,1736950296.3221455,1736950296.3666737
agv2,1736950298.4679341,1736950298.468454,1736950298.468454,1736950298.5161228
agv2,1736950300.5722735,1736950300.5732708,1736950300.5732708,1736950300.6162262
agv2,1736950302.6283276,1736950302.629326,1736950302.629326,1736950302.676209
agv2,1736950304.717116,1736950304.7181175,1736950304.7181175,1736950304.7660613
agv2,1736950304.7181175,1736950304.721208,1736950304.721747,1736950304.7660613
agv2,1736950305.7193139,1736950305.7202811,1736950305.7202811,1736950305.765828
agv2,1736950306.7219,1736950306.7239037,1736950306.7239037,1736950306.7656863
agv2,1736950307.7258596,1736950307.7258596,1736950307.7258596,1736950307.7755754
agv2,1736950309.7554457,1736950309.7574492,1736950309.7574492,1736950309.8054461
agv2,1736950310.3596418,1736950310.3616416,1736950310.3616416,1736950310.431692
agv2,1736950313.1899204,1736950313.190919,1736950313.190919,1736950313.2356293
agv2,1736950313.190919,1736950313.1937208,1736950313.1937208,1736950313.2366302
agv2,1736950315.1920745,1736950315.1930747,1736950315.1930747,1736950315.235077
agv2,1736950317.2531703,1736950317.2541716,1736950317.2541716,1736950317.2601721
agv2,1736950317.2591708,1736950317.305172,1736950317.305172,1736950317.3091726
agv2,1736950319.335866,1736950319.3368134,1736950319.3368134,1736950319.3855991
agv2,1736950319.3368134,1736950319.3386216,1736950319.3386216,1736950319.3855991
agv2,1736950320.337991,1736950320.3389907,1736950320.3389907,1736950320.3856995
agv2,1736950322.3992507,1736950322.400251,1736950322.400251,1736950322.4032505
agv2,1736950324.452769,1736950324.4537678,1736950324.4537678,1736950324.4957042
agv2,1736950326.50838,1736950326.5093734,1736950326.5093734,1736950326.5555098
agv2,1736950328.5734777,1736950328.57448,1736950328.57448,1736950328.6151638
agv2,1736950330.633491,1736950330.634491,1736950330.634491,1736950330.675006
agv2,1736950332.6993184,1736950332.7003412,1736950332.7003412,1736950332.7449617
agv2,1736950334.7620475,1736950334.763047,1736950334.763047,1736950334.8146439
